GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
89910	3.24e-01	5.41e-02	0.1884	1.926344	0.36287425	1162.36	UBE3B	ubiquitin protein ligase E3B
55672	3.25e-01	5.42e-02	0.4189	-1.9255627	-0.80656037	180.96	NBPF1	NBPF member 1
11054	3.25e-01	5.42e-02	0.35	1.9254028	0.673862	2893	OGFR	opioid growth factor receptor
3150	3.25e-01	5.42e-02	0.2157	-1.9252482	-0.41536688	1380.67	HMGN1	high mobility group nucleosome binding domain 1
55013	3.25e-01	5.42e-02	0.1485	1.9248956	0.28591659	2136.65	MCUB	mitochondrial calcium uniporter dominant negative subunit beta
3600	3.25e-01	5.43e-02	0.1856	1.9247778	0.35720143	422.49	IL15	interleukin 15
51727	3.25e-01	5.44e-02	0.1101	1.9240048	0.21174036	2414.86	CMPK1	cytidine/uridine monophosphate kinase 1
5565	3.25e-01	5.44e-02	0.3264	-1.9237534	-0.62798464	159.17	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
51379	3.25e-01	5.44e-02	0.1716	1.9238111	0.3301901	2504.24	CRLF3	cytokine receptor like factor 3
10152	3.25e-01	5.44e-02	0.2931	1.923392	0.56375343	145.02	ABI2	abl interactor 2
84695	3.25e-01	5.45e-02	0.2344	1.9228853	0.45070659	650.58	LOXL3	lysyl oxidase like 3
4638	3.25e-01	5.45e-02	0.886	1.9227169	1.70347355	70.55	MYLK	myosin light chain kinase
731275	3.26e-01	5.46e-02	0.6458	-1.9220794	-1.2413374	17.74	LINC01347	long intergenic non-protein coding RNA 1347
84248	3.26e-01	5.46e-02	0.1757	1.921891	0.33776573	1754.82	FYTTD1	forty-two-three domain containing 1
1139	3.26e-01	5.46e-02	0.437	-1.9219181	-0.83984281	44.71	CHRNA7	cholinergic receptor nicotinic alpha 7 subunit
10417	3.26e-01	5.47e-02	0.5981	-1.9215474	-1.14925785	35.72	SPON2	spondin 2
25870	3.26e-01	5.47e-02	0.1887	1.9208704	0.36249716	1172.92	SUMF2	sulfatase modifying factor 2
3315	3.26e-01	5.47e-02	0.7121	-1.9209179	-1.36783004	421.49	HSPB1	heat shock protein family B (small) member 1
252983	3.26e-01	5.47e-02	0.6353	1.920883	1.22031614	18.21	STXBP4	syntaxin binding protein 4
113178	3.26e-01	5.47e-02	0.2135	1.9209384	0.41008627	457.13	SCAMP4	secretory carrier membrane protein 4
115207	3.26e-01	5.49e-02	0.267	-1.9198155	-0.51268491	1277.02	KCTD12	potassium channel tetramerization domain containing 12
132241	3.27e-01	5.50e-02	0.6508	-1.9189134	-1.24875935	42.23	RPL32P3	ribosomal protein L32 pseudogene 3
2632	3.27e-01	5.51e-02	0.1753	1.918126	0.33622171	638.36	GBE1	1,4-alpha-glucan branching enzyme 1
326340	3.28e-01	5.52e-02	0.403	-1.9171656	-0.77263864	45.86	ZAR1	zygote arrest 1
143686	3.28e-01	5.52e-02	0.3203	-1.9171367	-0.61411822	237.94	SESN3	sestrin 3
3035	3.28e-01	5.52e-02	0.2008	1.9169472	0.38494309	876.2	HARS1	histidyl-tRNA synthetase 1
101927837	3.29e-01	5.54e-02	0.5407	-1.9156095	-1.03569751	23.16	ATP6V0D1-DT	ATP6V0D1 divergent transcript
55748	3.29e-01	5.54e-02	0.4234	1.9157139	0.81107807	5184.45	CNDP2	carnosine dipeptidase 2
83982	3.29e-01	5.55e-02	0.195	-1.914965	-0.37348974	332.53	IFI27L2	interferon alpha inducible protein 27 like 2
101928445	3.29e-01	5.56e-02	0.3172	1.9145002	0.60733552	45.12	RUFY1-AS1	RUFY1 antisense RNA 1
2873	3.29e-01	5.55e-02	0.1314	1.9145504	0.25155847	1976.27	GPS1	G protein pathway suppressor 1
55252	3.29e-01	5.56e-02	0.1609	-1.9140852	-0.30803332	325.18	ASXL2	ASXL transcriptional regulator 2
100526772	3.29e-01	5.56e-02	0.2583	1.9137766	0.4943467	216.88	STIMATE-MUSTN1	STIMATE-MUSTN1 readthrough
3185	3.30e-01	5.57e-02	0.1666	1.913227	0.31877561	4646.99	HNRNPF	heterogeneous nuclear ribonucleoprotein F
9214	3.30e-01	5.58e-02	0.6854	-1.9122541	-1.31066916	43.22	FCMR	Fc mu receptor
8879	3.30e-01	5.58e-02	0.124	1.9123331	0.23708368	1316.84	SGPL1	sphingosine-1-phosphate lyase 1
57696	3.30e-01	5.58e-02	0.3058	-1.9124488	-0.58479664	263.7	DDX55	DEAD-box helicase 55
51479	3.30e-01	5.58e-02	0.3399	1.9122978	0.64990414	2551.38	ANKFY1	ankyrin repeat and FYVE domain containing 1
5753	3.30e-01	5.59e-02	0.4114	-1.9121058	-0.78659107	46.98	PTK6	protein tyrosine kinase 6
11112	3.30e-01	5.59e-02	0.2516	1.9118923	0.48095859	535.26	HIBADH	3-hydroxyisobutyrate dehydrogenase
8674	3.30e-01	5.60e-02	0.2148	-1.910796	-0.41046558	556.82	VAMP4	vesicle associated membrane protein 4
10130	3.30e-01	5.60e-02	0.3085	1.9108069	0.58943369	5389.24	PDIA6	protein disulfide isomerase family A member 6
9581	3.30e-01	5.60e-02	0.3059	1.9110967	0.58460212	414.67	PREPL	prolyl endopeptidase like
78987	3.30e-01	5.61e-02	0.1649	1.9103463	0.31499072	316.81	CRELD1	cysteine rich with EGF like domains 1
101927021	3.30e-01	5.61e-02	0.506	-1.9104089	-0.96669453	36.12	ZFAND2A-DT	ZFAND2A divergent transcript
113218477	3.30e-01	5.60e-02	0.4088	-1.9107971	-0.7810528	115.65	TIMM23B-AGAP6	TIMM23B-AGAP6 readthrough (NMD candidate)
11035	3.30e-01	5.61e-02	0.3049	1.9103685	0.58243374	428.2	RIPK3	receptor interacting serine/threonine kinase 3
5930	3.30e-01	5.61e-02	0.2628	-1.9106224	-0.50218243	985.92	RBBP6	RB binding protein 6, ubiquitin ligase
124402	3.30e-01	5.61e-02	0.3403	-1.910018	-0.64988697	61.24	UBALD1	UBA like domain containing 1
146956	3.31e-01	5.63e-02	0.3633	-1.9088348	-0.69353238	68.23	EME1	essential meiotic structure-specific endonuclease 1
23160	3.31e-01	5.63e-02	0.2237	-1.9086426	-0.42696042	404.03	WDR43	WD repeat domain 43
6441	3.31e-01	5.64e-02	0.8102	1.9081648	1.54593465	21.97	SFTPD	surfactant protein D
51493	3.31e-01	5.64e-02	0.4045	1.9080142	0.77178348	2456.85	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
100873924	3.32e-01	5.65e-02	0.4523	-1.9071177	-0.86257406	29.49	HLX-AS1	HLX antisense RNA 1
91298	3.32e-01	5.65e-02	0.2798	-1.907218	-0.53359214	109.69	C12orf29	chromosome 12 open reading frame 29
158572	3.32e-01	5.65e-02	0.9318	-1.9069126	-1.77695492	19.01	USP27X-DT	USP27X divergent transcript
4708	3.32e-01	5.66e-02	0.2603	-1.9062133	-0.49614173	1031.67	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2
83856	3.32e-01	5.66e-02	0.46	-1.9066511	-0.87710886	79.93	FSD1L	fibronectin type III and SPRY domain containing 1 like
80790	3.32e-01	5.66e-02	0.5368	-1.9062568	-1.02319208	148.46	CMIP	c-Maf inducing protein
100506736	3.32e-01	5.67e-02	0.6263	-1.905985	-1.19369668	12.3	SLFN12L	schlafen family member 12 like
643719	3.32e-01	5.66e-02	0.7402	-1.9060441	-1.41083708	14.23	SCGB1B2P	secretoglobin family 1B member 2, pseudogene
51313	3.32e-01	5.67e-02	0.2644	1.9052413	0.50374218	4100.43	GASK1B	golgi associated kinase 1B
138724	3.32e-01	5.67e-02	0.6826	-1.9052882	-1.30060178	10.73	C9orf131	chromosome 9 open reading frame 131
100533975	3.32e-01	5.67e-02	0.2489	-1.905453	-0.47425909	2199.21	SLMO2-ATP5E	SLMO2-ATP5E readthrough
166929	3.32e-01	5.68e-02	0.314	1.904958	0.59817697	1492.22	SGMS2	sphingomyelin synthase 2
255130	3.32e-01	5.69e-02	0.3041	1.9042059	0.57912758	80.1	IGFBP7-AS1	IGFBP7 antisense RNA 1
51175	3.32e-01	5.69e-02	0.3388	1.9039613	0.64511183	131.09	TUBE1	tubulin epsilon 1
10165	3.32e-01	5.69e-02	0.2876	1.9039966	0.54759872	348.13	SLC25A13	solute carrier family 25 member 13
10004	3.32e-01	5.69e-02	0.353	-1.9044485	-0.6722176	98.11	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1
54739	3.32e-01	5.69e-02	0.6343	1.9042677	1.2078108	3310.05	XAF1	XIAP associated factor 1
7412	3.32e-01	5.70e-02	0.709	1.903414	1.34958005	220.87	VCAM1	vascular cell adhesion molecule 1
10669	3.32e-01	5.70e-02	0.4874	1.9034644	0.92773893	22.08	CGREF1	cell growth regulator with EF-hand domain 1
107984932	3.32e-01	5.71e-02	0.5412	1.902906	1.02981285	23.74	LOC107984932	
84134	3.32e-01	5.71e-02	0.4469	-1.902594	-0.85027406	255.39	TOMM40L	translocase of outer mitochondrial membrane 40 like
101928344	3.32e-01	5.71e-02	0.8259	-1.902505	-1.57131832	41.99	LOC101928344	uncharacterized LOC101928344
645432	3.32e-01	5.71e-02	0.279	-1.9025891	-0.53082385	43.05	ARRDC5	arrestin domain containing 5
5230	3.32e-01	5.70e-02	0.1476	1.9031403	0.28092953	20800.61	PGK1	phosphoglycerate kinase 1
107985115	3.33e-01	5.73e-02	0.5591	1.9013223	1.06300224	10.78	ZNF496-DT	ZNF496 divergent transcript
9759	3.34e-01	5.74e-02	0.2623	-1.9003205	-0.49849276	908.44	HDAC4	histone deacetylase 4
210	3.34e-01	5.74e-02	0.2472	1.9000502	0.46969199	979.4	ALAD	aminolevulinate dehydratase
102724770	3.34e-01	5.74e-02	0.3291	1.8999016	0.62517944	73.41	LOC102724770	replaced by ID 8214
8517	3.34e-01	5.75e-02	0.1219	1.8998583	0.23158129	683.98	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
922	3.34e-01	5.75e-02	0.8813	1.8992174	1.67383803	90.79	CD5L	CD5 molecule like
8462	3.34e-01	5.75e-02	0.2305	1.8994215	0.43787246	2069.56	KLF11	KLF transcription factor 11
29071	3.34e-01	5.75e-02	0.407	1.8993375	0.77309238	515.82	C1GALT1C1	C1GALT1 specific chaperone 1
26750	3.34e-01	5.76e-02	0.1981	1.8989253	0.37612023	911.53	RPS6KC1	ribosomal protein S6 kinase C1
55706	3.34e-01	5.77e-02	0.2678	1.8982422	0.50835046	337.83	NDC1	NDC1 transmembrane nucleoporin
8751	3.35e-01	5.79e-02	0.158	1.896776	0.2996991	3087.56	ADAM15	ADAM metallopeptidase domain 15
9820	3.35e-01	5.79e-02	0.2811	1.8966616	0.53315693	258.16	CUL7	cullin 7
27202	3.35e-01	5.79e-02	0.3907	1.8966611	0.74111995	137.62	C5AR2	complement C5a receptor 2
6637	3.35e-01	5.80e-02	0.2428	-1.8959083	-0.46035376	710.47	SNRPG	small nuclear ribonucleoprotein polypeptide G
105377945	3.35e-01	5.80e-02	0.2352	1.896036	0.44598225	604.85	LOC105377945	uncharacterized LOC105377945
80129	3.35e-01	5.80e-02	0.376	1.8960451	0.71284587	235.86	CCDC170	coiled-coil domain containing 170
124540	3.35e-01	5.80e-02	0.5906	-1.8958918	-1.11971123	12.74	MSI2	musashi RNA binding protein 2
51601	3.35e-01	5.81e-02	0.3978	-1.8952229	-0.75395064	91.67	LIPT1	lipoyltransferase 1
81567	3.35e-01	5.81e-02	0.1714	1.8950633	0.32489837	915.92	TXNDC5	thioredoxin domain containing 5
27440	3.35e-01	5.81e-02	0.1934	-1.8949629	-0.36647088	1582.66	HDHD5	haloacid dehalogenase like hydrolase domain containing 5
101928234	3.35e-01	5.82e-02	1.0499	-1.8945291	-1.9889753	17.97	LOC101928234	uncharacterized LOC101928234
8642	3.35e-01	5.82e-02	0.7241	-1.8944983	-1.37188857	37.71	DCHS1	dachsous cadherin-related 1
8766	3.35e-01	5.82e-02	0.1266	1.8943833	0.23987387	2625.08	RAB11A	RAB11A, member RAS oncogene family
105371948	3.36e-01	5.83e-02	0.8545	-1.8932705	-1.61770553	16.79	LOC105371948	uncharacterized LOC105371948
11234	3.36e-01	5.84e-02	0.1857	1.8926173	0.35153133	1147.76	HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
79161	3.37e-01	5.85e-02	0.2611	-1.8918987	-0.49406506	362.8	TMEM243	transmembrane protein 243
6636	3.37e-01	5.85e-02	0.1928	-1.8920009	-0.36476529	251.57	SNRPF	small nuclear ribonucleoprotein polypeptide F
8776	3.37e-01	5.86e-02	0.2467	1.8913102	0.46656506	494.96	MTMR1	myotubularin related protein 1
107985885	3.38e-01	5.87e-02	0.5963	-1.8902957	-1.12724974	10.27	PPP4R3B-DT	PPP4R3B divergent transcript
286122	3.38e-01	5.87e-02	0.6229	-1.8903968	-1.17749608	18.99	LINC02904	long intergenic non-protein coding RNA 2904
100616124	3.38e-01	5.88e-02	0.442	-1.8899117	-0.83539059	20.83	MIR4647	microRNA 4647
374882	3.38e-01	5.88e-02	0.2289	-1.890047	-0.43257856	1603.29	TMEM205	transmembrane protein 205
84163	3.38e-01	5.88e-02	0.2599	-1.8894507	-0.49114402	203.41	GTF2IRD2	GTF2I repeat domain containing 2
389741	3.39e-01	5.91e-02	0.3461	-1.8876389	-0.65335649	23.77	GLIDR	glioblastoma down-regulated RNA
6832	3.39e-01	5.91e-02	0.3029	-1.8873453	-0.57166362	362.79	SUPV3L1	Suv3 like RNA helicase
79857	3.40e-01	5.93e-02	0.7547	-1.8860626	-1.42341735	8.69	FLJ13224	uncharacterized LOC79857
11269	3.40e-01	5.93e-02	0.203	1.8862584	0.38295222	932.71	DDX19B	DEAD-box helicase 19B
8943	3.40e-01	5.93e-02	0.158	1.8861797	0.2980908	2019.88	AP3D1	adaptor related protein complex 3 subunit delta 1
1454	3.40e-01	5.93e-02	0.3403	-1.886058	-0.64187922	81.81	CSNK1E	casein kinase 1 epsilon
3665	3.40e-01	5.93e-02	0.5095	1.8858197	0.96080363	1895.79	IRF7	interferon regulatory factor 7
960	3.40e-01	5.95e-02	0.2605	1.8848236	0.49097272	23122.79	CD44	CD44 molecule (Indian blood group)
200894	3.41e-01	5.96e-02	0.3129	1.8835738	0.58935095	129.5	ARL13B	ADP ribosylation factor like GTPase 13B
6715	3.41e-01	5.96e-02	0.2144	-1.8836475	-0.40385916	411.31	SRD5A1	steroid 5 alpha-reductase 1
9749	3.41e-01	5.97e-02	0.2743	1.8831997	0.51656121	987.47	PHACTR2	phosphatase and actin regulator 2
81930	3.41e-01	5.97e-02	0.8608	1.8831712	1.62108291	77.73	KIF18A	kinesin family member 18A
84080	3.41e-01	5.96e-02	0.4276	-1.8837336	-0.8054592	55.18	ENKD1	enkurin domain containing 1
7789	3.41e-01	5.96e-02	0.4559	-1.8835034	-0.85876919	57.08	ZXDA	zinc finger X-linked duplicated A
84859	3.41e-01	5.98e-02	0.2858	1.8822917	0.53800545	447.66	LRCH3	leucine rich repeats and calponin homology domain containing 3
51513	3.41e-01	5.98e-02	0.9157	1.8826026	1.72383614	198.51	ETV7	ETS variant transcription factor 7
5292	3.41e-01	5.98e-02	0.2797	1.8822076	0.5264104	1134.41	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
1347	3.41e-01	5.98e-02	0.239	-1.8822955	-0.44992452	1694.73	COX7A2	cytochrome c oxidase subunit 7A2
728113	3.41e-01	5.97e-02	1.0572	-1.8827053	-1.99042678	35.7	ANXA8L1	annexin A8 like 1
56259	3.41e-01	5.98e-02	0.2101	1.8819102	0.3953338	2118.43	CTNNBL1	catenin beta like 1
4076	3.41e-01	5.99e-02	0.2261	1.8814403	0.42541429	3526.92	CAPRIN1	cell cycle associated protein 1
2590	3.41e-01	6.00e-02	0.1934	1.8804923	0.36369627	1494.15	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
223082	3.41e-01	6.00e-02	0.1646	1.8809714	0.30966508	974.92	ZNRF2	zinc and ring finger 2
81029	3.41e-01	6.00e-02	0.7495	1.8804465	1.40936868	54.24	WNT5B	Wnt family member 5B
25979	3.41e-01	6.01e-02	0.3226	1.8803188	0.60654004	395.76	DHRS7B	dehydrogenase/reductase 7B
284751	3.41e-01	6.00e-02	1.0047	-1.8806336	-1.88946759	22.4	LINC01270	long intergenic non-protein coding RNA 1270
8542	3.41e-01	6.00e-02	0.4507	1.8809143	0.84779972	626.54	APOL1	apolipoprotein L1
8349	3.42e-01	6.02e-02	0.448	-1.8794303	-0.84196532	478.32	H2BC21	H2B clustered histone 21
22889	3.42e-01	6.02e-02	0.3618	-1.8791373	-0.67996169	114.65	KHDC4	KH domain containing 4, pre-mRNA splicing factor
7107	3.42e-01	6.02e-02	0.1973	1.8795715	0.37092774	420.18	GPR137B	G protein-coupled receptor 137B
65981	3.42e-01	6.03e-02	0.3901	-1.8787869	-0.73295758	136.86	CAPRIN2	caprin family member 2
26960	3.42e-01	6.02e-02	0.7775	-1.879414	-1.46118735	20.59	NBEA	neurobeachin
107984656	3.42e-01	6.02e-02	0.7897	-1.8790965	-1.48385018	15.3	LOC107984656	replaced by ID 57161
197358	3.42e-01	6.03e-02	1.2046	-1.8787898	-2.26315915	19.38	NLRC3	NLR family CARD domain containing 3
140564	3.42e-01	6.03e-02	0.6012	1.878412	1.12928543	65.26	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D
64783	3.42e-01	6.04e-02	0.224	-1.8778521	-0.42054588	461.91	RBM15	RNA binding motif protein 15
2815	3.42e-01	6.05e-02	1.2282	1.8773465	2.30570736	45.6	GP9	glycoprotein IX platelet
51312	3.42e-01	6.05e-02	0.5773	-1.8773258	-1.0838565	1253.7	SLC25A37	solute carrier family 25 member 37
493753	3.43e-01	6.07e-02	0.2908	-1.8760029	-0.54544809	309.49	COA5	cytochrome c oxidase assembly factor 5
7879	3.43e-01	6.07e-02	0.1075	1.8760235	0.20173174	8908.77	RAB7A	RAB7A, member RAS oncogene family
4712	3.44e-01	6.08e-02	0.1676	-1.8750402	-0.31433098	613.08	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6
54838	3.44e-01	6.09e-02	0.256	1.8745659	0.47992243	1387.11	WBP1L	WW domain binding protein 1 like
9675	3.44e-01	6.08e-02	0.3557	1.874666	0.66680309	575.74	TTI1	TELO2 interacting protein 1
441212	3.44e-01	6.09e-02	0.4813	-1.8739534	-0.90197934	26.13	RP9P	RP9 pseudogene
102723701	3.44e-01	6.10e-02	0.503	-1.8737851	-0.94258722	31.94	LOC102723701	uncharacterized LOC102723701
6277	3.44e-01	6.10e-02	0.1648	-1.873309	-0.30879576	12295.21	S100A6	S100 calcium binding protein A6
55096	3.45e-01	6.11e-02	0.9006	-1.872877	-1.6868034	70.93	EBLN2	endogenous Bornavirus like nucleoprotein 2
10048	3.45e-01	6.12e-02	0.2304	-1.8720333	-0.43126885	268.65	RANBP9	RAN binding protein 9
100506606	3.45e-01	6.12e-02	0.2387	1.8721314	0.44691354	52.32	LOC100506606	uncharacterized LOC100506606
57605	3.45e-01	6.12e-02	0.8026	-1.8722368	-1.50261457	16.58	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
105372798	3.45e-01	6.13e-02	1.1064	-1.8716373	-2.0707492	10.48	LOC105372798	uncharacterized LOC105372798
3796	3.45e-01	6.13e-02	0.1874	1.8709773	0.35062549	611.24	KIF2A	kinesin family member 2A
6191	3.46e-01	6.14e-02	0.2833	-1.8705858	-0.52995614	2413.8	RPS4X	ribosomal protein S4 X-linked
107985893	3.46e-01	6.15e-02	0.7146	-1.8700803	-1.33627278	8.74	LINC01888	long intergenic non-protein coding RNA 1888
200316	3.46e-01	6.15e-02	0.3869	1.8701557	0.72360291	398.28	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
9918	3.46e-01	6.15e-02	0.2725	1.8697629	0.50952014	1169.48	NCAPD2	non-SMC condensin I complex subunit D2
101059953	3.46e-01	6.15e-02	0.7254	-1.869551	-1.35608004	17.74	NPIPA8	nuclear pore complex interacting protein family member A8
54432	3.46e-01	6.16e-02	0.2256	1.8689306	0.42163096	772.51	YIPF1	Yip1 domain family member 1
55222	3.46e-01	6.16e-02	0.3759	-1.8690394	-0.70248302	35.18	LRRC20	leucine rich repeat containing 20
150290	3.46e-01	6.16e-02	0.3009	1.8692577	0.56255133	350.37	DUSP18	dual specificity phosphatase 18
261726	3.46e-01	6.17e-02	0.2326	1.8681248	0.43460186	608.57	TIPRL	TOR signaling pathway regulator
92	3.46e-01	6.18e-02	0.5532	-1.8678079	-1.03329438	363.38	ACVR2A	activin A receptor type 2A
155066	3.46e-01	6.18e-02	0.2516	1.8676717	0.46984452	164.9	ATP6V0E2	ATPase H+ transporting V0 subunit e2
27085	3.46e-01	6.18e-02	0.4585	1.8675644	0.85635094	66.82	MTBP	MDM2 binding protein
90990	3.47e-01	6.19e-02	0.748	-1.8672877	-1.39671953	87.48	KIFC2	kinesin family member C2
5190	3.47e-01	6.20e-02	0.3263	1.8666099	0.60914529	381.08	PEX6	peroxisomal biogenesis factor 6
10643	3.47e-01	6.20e-02	0.7656	1.8665445	1.42894661	44.22	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
493860	3.47e-01	6.19e-02	0.207	-1.8669248	-0.38649521	173.68	CCDC73	coiled-coil domain containing 73
2788	3.47e-01	6.20e-02	0.4021	-1.8664681	-0.75058879	86.13	GNG7	G protein subunit gamma 7
245812	3.47e-01	6.20e-02	0.3434	1.8662538	0.64085791	109.25	CNPY4	canopy FGF signaling regulator 4
2210	3.47e-01	6.21e-02	0.4992	1.8657361	0.93129847	357.14	FCGR1BP	Fc gamma receptor Ib, pseudogene
25862	3.47e-01	6.21e-02	0.5935	-1.865469	-1.1072193	83.77	USP49	ubiquitin specific peptidase 49
9144	3.47e-01	6.22e-02	0.1931	1.8651791	0.3602049	6237.1	SYNGR2	synaptogyrin 2
51100	3.47e-01	6.22e-02	0.1676	1.864578	0.31256058	2623.98	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1
79618	3.47e-01	6.22e-02	0.279	-1.8647142	-0.52031977	686.93	HMBOX1	homeobox containing 1
125228	3.47e-01	6.22e-02	0.1721	-1.8647443	-0.321013	173.88	FAM210A	family with sequence similarity 210 member A
952	3.47e-01	6.23e-02	0.5362	1.8641846	0.99958748	612.9	CD38	CD38 molecule
7553	3.47e-01	6.23e-02	0.3514	-1.8642828	-0.65507811	179.78	ZNF7	zinc finger protein 7
254102	3.47e-01	6.23e-02	0.2556	1.8638772	0.47647231	1876.07	EHBP1L1	EH domain binding protein 1 like 1
100287029	3.48e-01	6.24e-02	1.0894	1.8634989	2.03008045	28.64	DDX11L10	DEAD/H-box helicase 11 like 10 (pseudogene)
1359	3.48e-01	6.24e-02	1.1426	1.8632325	2.12892244	47.22	CPA3	carboxypeptidase A3
57721	3.48e-01	6.25e-02	0.3168	1.8630002	0.59019878	400.85	METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit
57003	3.49e-01	6.26e-02	0.1335	1.8616881	0.24845816	1853.88	CCDC47	coiled-coil domain containing 47
7392	3.49e-01	6.27e-02	0.4655	-1.8614798	-0.86645445	129.84	USF2	upstream transcription factor 2, c-fos interacting
442075	3.49e-01	6.27e-02	0.7646	-1.8611069	-1.42301728	27.5	EMC3-AS1	EMC3 antisense RNA 1
25875	3.49e-01	6.28e-02	0.2641	-1.8604517	-0.49127323	208.22	LETMD1	LETM1 domain containing 1
145165	3.49e-01	6.28e-02	0.2867	1.8605757	0.53334093	39.23	ST13P4	ST13, Hsp70 interacting protein pseudogene 4
400566	3.49e-01	6.28e-02	0.8996	-1.8605691	-1.67378478	10.25	C17orf97	chromosome 17 open reading frame 97
100131626	3.49e-01	6.29e-02	0.2186	1.8601516	0.40657872	62.02	LOC100131626	uncharacterized LOC100131626
199990	3.49e-01	6.29e-02	0.2196	-1.8597866	-0.40833058	313.21	FAAP20	FA core complex associated protein 20
105375855	3.49e-01	6.30e-02	0.7705	1.8593647	1.43255726	16.62	LOC105375855	uncharacterized LOC105375855
203414	3.49e-01	6.30e-02	0.4196	-1.8593225	-0.78025435	28.53	LINC01560	long intergenic non-protein coding RNA 1560
55608	3.51e-01	6.33e-02	0.4852	-1.8572134	-0.90104458	1806.77	ANKRD10	ankyrin repeat domain 10
101954264	3.52e-01	6.36e-02	1.1144	-1.855032	-2.06726693	20.91	RNVU1-4	RNA, variant U1 small nuclear 4
728294	3.52e-01	6.36e-02	0.4366	-1.8551672	-0.80991066	130.9	D2HGDH	D-2-hydroxyglutarate dehydrogenase
79956	3.52e-01	6.35e-02	0.3134	1.855365	0.58138178	318.42	ERMP1	endoplasmic reticulum metallopeptidase 1
11164	3.52e-01	6.36e-02	0.1185	1.8552111	0.21986961	640.88	NUDT5	nudix hydrolase 5
6938	3.52e-01	6.36e-02	0.1445	1.8550268	0.26807481	1167.26	TCF12	transcription factor 12
65095	3.52e-01	6.35e-02	0.2966	-1.855505	-0.5504283	560.79	KRI1	KRI1 homolog
10274	3.52e-01	6.37e-02	0.1928	1.8546124	0.35761261	700.5	STAG1	stromal antigen 1
5611	3.52e-01	6.37e-02	0.1585	1.8543671	0.29384311	1766.07	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
3105	3.52e-01	6.38e-02	0.2169	1.8538858	0.40201727	32957.04	HLA-A	major histocompatibility complex, class I, A
9883	3.52e-01	6.38e-02	0.1255	-1.8535729	-0.2326272	674.14	POM121	POM121 transmembrane nucleoporin
105379395	3.52e-01	6.38e-02	0.6731	-1.8538941	-1.24785474	10.27	LOC105379395	uncharacterized LOC105379395
102800317	3.52e-01	6.38e-02	0.3269	-1.8537057	-0.60601486	91.34	TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough
54504	3.52e-01	6.39e-02	0.3554	1.852631	0.65847102	17480.37	CPVL	carboxypeptidase vitellogenic like
4297	3.52e-01	6.39e-02	0.3265	-1.8526219	-0.60479298	435.99	KMT2A	lysine methyltransferase 2A
35	3.52e-01	6.39e-02	0.3214	1.852638	0.59549733	478.49	ACADS	acyl-CoA dehydrogenase short chain
54442	3.52e-01	6.40e-02	0.2519	-1.8525024	-0.46657409	976.48	KCTD5	potassium channel tetramerization domain containing 5
6322	3.52e-01	6.39e-02	0.4859	-1.852664	-0.90024899	181.5	SCML1	Scm polycomb group protein like 1
81550	3.53e-01	6.41e-02	0.2351	-1.8516274	-0.4353659	114.58	TDRD3	tudor domain containing 3
55856	3.53e-01	6.41e-02	0.154	-1.8514592	-0.28506143	348.74	ACOT13	acyl-CoA thioesterase 13
730202	3.53e-01	6.42e-02	0.7747	-1.8510334	-1.43399835	11.43	PAPOLA-DT	PAPOLA divergent transcript
105377499	3.54e-01	6.43e-02	0.5422	-1.8501898	-1.00312004	17.96	LOC105377499	uncharacterized LOC105377499
57291	3.54e-01	6.44e-02	0.465	-1.8493147	-0.85988628	63.9	DANCR	differentiation antagonizing non-protein coding RNA
10600	3.55e-01	6.45e-02	0.3844	-1.8483697	-0.7104499	797.15	USP16	ubiquitin specific peptidase 16
84961	3.55e-01	6.46e-02	0.2217	-1.8481731	-0.40971776	330.98	FBXL20	F-box and leucine rich repeat protein 20
55361	3.55e-01	6.47e-02	0.2773	-1.8472918	-0.51220343	652.93	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
10062	3.55e-01	6.47e-02	0.4632	1.8473537	0.8556775	219.81	NR1H3	nuclear receptor subfamily 1 group H member 3
23052	3.55e-01	6.47e-02	0.5182	1.8469861	0.95712944	226.68	ENDOD1	endonuclease domain containing 1
5165	3.55e-01	6.47e-02	0.1086	1.8470936	0.20057226	1049.01	PDK3	pyruvate dehydrogenase kinase 3
